contract_id,account_id,total_contract_value,monthly_payment_amount,payment_status,vendor_code,product_category,payment_method,delinquency_cycle,underwriter_id,collateral_value,interest_rate
CON-5240,ACC-1066,25233,4494,CURRENT,VNDR_C,Fleet_Car,Autopay,,UW_102,156000,4.5%
CON-5241,ACC-1393,112092,2361,past due,VNDR_C,Equipment,ACH,90,UW_99,155k,8.2%
CON-5242,ACC-1278,81720,2473,past due,vndr_a,Fleet_Car,ACH,,UW_45,79000,0.044
CON-5243,ACC-1185,45888,1236,Current,vndr_b,Equipment,Autopay ,60,UW_45,116000,7.1%
CON-5244,ACC-1282,126034,4010,CURRENT,vndr_b,Fleet_Car,Autopay ,,UW_45,90000,5.8%
CON-5245,ACC-1070,141814,4302,Paid,VNDR_A,Equipment,Credit Card,90,UW_45,98000,7.5%
CON-5246,ACC-1356,$57413,3603,Paid,VNDR_A,Fleet_Car,Autopay,0,UW_99,150k,0.055
CON-5247,ACC-1311,53096,954,Paid,vndr_b,FLEET_TRUCK,Autopay ,,UW_99,131k,5.2%
CON-5248,ACC-1265,60946,1971,Current,VNDR_A,Equipment,Credit Card,,UW_99,132k,0.078
CON-5249,ACC-1204,24453,2246,Paid,vndr_b,FLEET_TRUCK,Credit Card,,UW_99,20000,4.4%
CON-5250,ACC-1178,32987,2223,past due,vndr_a,Equipment,Credit Card,90,UW_102,160k,0.077
CON-5251,ACC-1174,16219,1279,CURRENT,VNDR_B,Equipment,Autopay ,90,UW_102,124000,0.065
CON-5252,ACC-1300,141780,4330,Past Due,vndr_b,Fleet_Car,Autopay ,0,UW_102,106000,6.1%
CON-5253,ACC-1274,72771,839,Paid,VNDR_B,Fleet_Car,Autopay ,0,UW_102,78000,5.9%
CON-5254,ACC-1137,$104651,1548,Paid,vndr_c,Fleet_Car,Autopay,30,UW_99,65k,0.056
CON-5255,ACC-1182,78453,1438,Past Due,VNDR_A,Fleet_Car,Autopay,,UW_99,72k,0.078
CON-5256,ACC-1459,26079,3153,past due,vndr_b,Fleet_Car,Autopay ,90,UW_99,115000,0.062
CON-5257,ACC-1201,$48618,4324,Paid,vndr_a,FLEET_TRUCK,ACH,,UW_102,128k,0.064
CON-5258,ACC-1185,97746,3309,past due,vndr_a,Equipment,Autopay ,30,UW_102,23000,5.7%
CON-5259,ACC-1358,138560,3880,past due,VNDR_B,FLEET_TRUCK,Autopay ,90,UW_99,107k,6.2%
CON-5260,ACC-1284,49377,2570, Paid ,vndr_a,Fleet_Car,Credit Card,90,UW_99,78000,0.072
CON-5261,ACC-1368,61296,2093, Paid ,VNDR_B,FLEET_TRUCK,ACH,90,UW_99,54000,0.078
CON-5262,ACC-1171,$57819,1864,past due,VNDR_B,Equipment,Autopay ,60,UW_99,85k,6.8%
CON-5263,ACC-1399,$122940,1965,past due,VNDR_B,Equipment,Autopay,90,UW_99,70000,0.069
CON-5264,ACC-1413,114895,2181, Paid ,vndr_c,Equipment,Autopay,0,UW_99,138000,4.7%
CON-5265,ACC-1330,57467,2419,past due,vndr_b,FLEET_TRUCK,Autopay,90,UW_99,100k,5.3%
CON-5266,ACC-1358,63204,3870,Past Due,vndr_a,Fleet_Car,Autopay,0,UW_99,52000,0.07
CON-5267,ACC-1391,31722,1140,Past Due,VNDR_B,Equipment,Credit Card,0,UW_45,141000,4.1%
CON-5268,ACC-1269,117195,4234,Current,VNDR_A,Fleet_Car,Autopay ,60,UW_102,83000,6.0%
CON-5269,ACC-1485,137471,3657,CURRENT,vndr_a,Equipment,Autopay,,UW_102,158000,6.5%
CON-5270,ACC-1187,96175,2488,past due,vndr_a,FLEET_TRUCK,ACH,0,UW_45,143000,7.6%
CON-5271,ACC-1386,50730,2754,past due,VNDR_A,FLEET_TRUCK,Autopay ,,UW_99,140000,7.1%
CON-5272,ACC-1083,16892,3728,Paid,vndr_c,FLEET_TRUCK,Autopay,30,UW_102,68k,6.5%
CON-5273,ACC-1355,35764,3604,past due,VNDR_B,Equipment,Autopay ,90,UW_99,81000,0.076
CON-5274,ACC-1358,$32947,3350, Paid ,vndr_a,FLEET_TRUCK,ACH,30,UW_99,94k,6.0%
CON-5275,ACC-1004,$20801,1753,Past Due,vndr_a,Fleet_Car,Autopay,30,UW_102,46k,4.6%
CON-5276,ACC-1169,125164,1128,Current,VNDR_A,FLEET_TRUCK,Autopay,0,UW_45,147000,0.061
CON-5277,ACC-1393,$138246,3727,Current,vndr_b,FLEET_TRUCK,Credit Card,0,UW_99,84000,7.7%
CON-5278,ACC-1348,135805,2078,past due,vndr_a,Equipment,ACH,,UW_45,44000,8.4%
CON-5279,ACC-1111,47018,1262,Current,vndr_c,FLEET_TRUCK,Autopay ,0,UW_99,96k,0.08
CON-5280,ACC-1401,87377,3629, Paid ,vndr_c,Equipment,Credit Card,60,UW_99,121000,4.0%
CON-5281,ACC-1388,$80201,3360,Past Due,VNDR_A,FLEET_TRUCK,Credit Card,,UW_99,43000,0.055
CON-5282,ACC-1412,47984,4452, Paid ,vndr_c,Fleet_Car,ACH,90,UW_102,101000,0.075
CON-5283,ACC-1356,50319,2807,Current,VNDR_C,Fleet_Car,Autopay ,60,UW_45,30k,6.0%
CON-5284,ACC-1134,137786,3018,past due,vndr_b,Fleet_Car,Autopay,30,UW_99,61k,4.7%
CON-5285,ACC-1419,110440,2387,Current,VNDR_C,Equipment,Autopay,,UW_99,81k,0.043
CON-5286,ACC-1427,89220,1331,Current,VNDR_A,Fleet_Car,ACH,90,UW_99,102k,6.4%
CON-5287,ACC-1131,$40887,1001,past due,vndr_a,Equipment,ACH,0,UW_99,119000,0.064
CON-5288,ACC-1380,143819,4447, Paid ,VNDR_B,Equipment,ACH,,UW_102,40k,6.9%
CON-5289,ACC-1051,25656,3770,Current,VNDR_C,FLEET_TRUCK,Credit Card,30,UW_45,97k,0.05
CON-5290,ACC-1392,80211,3415,CURRENT,VNDR_B,Equipment,Autopay,90,UW_99,65000,0.065
CON-5291,ACC-1307,58728,2614,past due,VNDR_B,Equipment,Autopay ,60,UW_102,160k,5.5%
CON-5292,ACC-1392,127876,3053,Paid,VNDR_B,FLEET_TRUCK,Autopay,90,UW_102,102000,6.5%
CON-5293,ACC-1154,15051,826,past due,vndr_a,Fleet_Car,Autopay ,0,UW_45,92000,0.063
CON-5294,ACC-1019,87340,2685,past due,vndr_a,Fleet_Car,Autopay ,60,UW_45,150000,8.2%
CON-5295,ACC-1375,80498,1116,Paid,VNDR_B,FLEET_TRUCK,Credit Card,90,UW_45,96k,0.058
CON-5296,ACC-1399,39999,1029,past due,VNDR_B,FLEET_TRUCK,Autopay,0,UW_99,96k,7.6%
CON-5297,ACC-1289,17997,1412,past due,VNDR_C,Equipment,Credit Card,30,UW_99,117k,6.4%
CON-5298,ACC-1075,117991,1341,past due,VNDR_A,FLEET_TRUCK,ACH,,UW_102,149k,0.059
CON-5299,ACC-1246,$83827,3090,Current,vndr_b,FLEET_TRUCK,Credit Card,,UW_45,148k,0.071
CON-5300,ACC-1045,79551,1260,Paid,vndr_b,FLEET_TRUCK,Autopay ,60,UW_99,88000,0.055
CON-5301,ACC-1420,99079,4088, Paid ,VNDR_C,Fleet_Car,Autopay,0,UW_99,26000,4.8%
CON-5302,ACC-1027,67346,1795,CURRENT,vndr_a,FLEET_TRUCK,ACH,60,UW_45,59000,7.8%
CON-5303,ACC-1104,44170,3038,CURRENT,VNDR_B,Equipment,Autopay,,UW_45,140k,0.049
CON-5304,ACC-1130,52053,1497,Past Due,VNDR_B,Fleet_Car,Autopay ,0,UW_102,24k,0.081
CON-5305,ACC-1055,$17184,878,past due,vndr_c,FLEET_TRUCK,Credit Card,90,UW_45,89000,8.1%
CON-5306,ACC-1256,41110,2675,CURRENT,vndr_c,Fleet_Car,ACH,30,UW_45,144000,6.4%
CON-5307,ACC-1181,94934,3360,past due,vndr_a,Equipment,Autopay ,0,UW_45,120000,0.041
CON-5308,ACC-1174,82549,4474, Paid ,vndr_c,Fleet_Car,ACH,90,UW_45,27000,8.3%
CON-5309,ACC-1229,74618,3020,Current,vndr_a,Equipment,Credit Card,,UW_45,59k,0.054
CON-5310,ACC-1220,68034,3954,Current,vndr_c,Equipment,Credit Card,60,UW_99,99000,0.08
CON-5311,ACC-1211,$46034,2484,past due,vndr_b,Equipment,Autopay ,30,UW_99,57000,0.074
CON-5312,ACC-1290,$42989,3308,Current,VNDR_C,Fleet_Car,Credit Card,0,UW_102,26000,6.8%
CON-5313,ACC-1332,35834,2331,Current,vndr_b,FLEET_TRUCK,Autopay,30,UW_99,142k,7.8%
CON-5314,ACC-1211,65661,1711,Paid,vndr_c,Fleet_Car,Credit Card,0,UW_99,124000,4.1%
CON-5315,ACC-1218,130155,2458,Past Due,VNDR_C,Equipment,Autopay,60,UW_102,145000,0.079
CON-5316,ACC-1125,25095,2924,CURRENT,vndr_b,Equipment,ACH,,UW_102,135k,0.079
CON-5317,ACC-1236,$27922,1481, Paid ,VNDR_B,Equipment,ACH,,UW_99,132k,0.054
CON-5318,ACC-1299,136524,4463,Paid,VNDR_C,Fleet_Car,Autopay,90,UW_102,135k,6.3%
CON-5319,ACC-1232,$133197,1169,past due,VNDR_B,Equipment,Credit Card,0,UW_99,136000,7.2%
CON-5320,ACC-1499,44927,2895,CURRENT,vndr_a,FLEET_TRUCK,Autopay,0,UW_99,112k,0.072
CON-5321,ACC-1026,102868,2518,past due,VNDR_B,Equipment,Autopay,60,UW_45,58k,0.047
CON-5322,ACC-1006,$62368,2678, Paid ,vndr_b,Equipment,ACH,,UW_102,53000,0.04
CON-5323,ACC-1003,77358,1802,CURRENT,VNDR_B,Equipment,Credit Card,0,UW_99,141k,0.06
CON-5324,ACC-1429,$53864,3271,past due,VNDR_B,Fleet_Car,ACH,0,UW_102,109k,0.078
CON-5325,ACC-1403,$61726,3102,Current,vndr_b,Equipment,Autopay ,0,UW_99,92000,0.071
CON-5326,ACC-1033,93458,1999, Paid ,vndr_a,Fleet_Car,Autopay ,60,UW_45,117000,0.074
CON-5327,ACC-1322,123464,2966,Past Due,vndr_b,Equipment,Autopay ,90,UW_45,73000,0.045
CON-5328,ACC-1373,97965,3388, Paid ,vndr_b,Fleet_Car,Credit Card,60,UW_99,110000,6.8%
CON-5329,ACC-1409,$15414,3320, Paid ,vndr_b,Fleet_Car,Autopay ,60,UW_45,139000,0.045
CON-5330,ACC-1153,$70663,2875,CURRENT,VNDR_B,Fleet_Car,ACH,60,UW_102,71000,5.1%
CON-5331,ACC-1472,118821,3554, Paid ,vndr_b,Fleet_Car,Credit Card,90,UW_99,27000,0.049
CON-5332,ACC-1475,135748,3841,Past Due,VNDR_C,FLEET_TRUCK,Autopay ,,UW_45,157000,0.061
CON-5333,ACC-1496,19906,1411,past due,VNDR_A,FLEET_TRUCK,Autopay,,UW_99,104000,8.0%
CON-5334,ACC-1161,$117122,3707,Past Due,VNDR_B,FLEET_TRUCK,ACH,90,UW_99,49000,0.074
CON-5335,ACC-1401,112408,953,Current,VNDR_A,FLEET_TRUCK,ACH,90,UW_45,97k,5.4%
CON-5336,ACC-1073,$55390,3951,Past Due,VNDR_C,Equipment,Credit Card,30,UW_45,143000,0.064
CON-5337,ACC-1434,24582,3234,Past Due,VNDR_B,FLEET_TRUCK,ACH,0,UW_45,153k,5.4%
CON-5338,ACC-1146,$96914,1933,CURRENT,VNDR_B,FLEET_TRUCK,ACH,60,UW_99,99000,4.9%
CON-5339,ACC-1277,56286,2234,CURRENT,VNDR_B,FLEET_TRUCK,Credit Card,60,UW_45,23000,6.5%
CON-5340,ACC-1066,$79179,918, Paid ,vndr_c,Fleet_Car,ACH,90,UW_99,99000,5.5%
CON-5341,ACC-1353,37575,3664, Paid ,VNDR_C,FLEET_TRUCK,Autopay ,60,UW_99,65000,0.08
CON-5342,ACC-1357,35590,2718,Past Due,vndr_b,FLEET_TRUCK,Autopay,90,UW_99,139000,0.044
CON-5343,ACC-1340,$73666,2153,past due,vndr_b,FLEET_TRUCK,ACH,0,UW_102,86000,0.058
CON-5344,ACC-1294,44592,1321,CURRENT,VNDR_A,FLEET_TRUCK,ACH,60,UW_45,138000,5.3%
CON-5345,ACC-1124,33592,3044,Current,vndr_b,FLEET_TRUCK,ACH,60,UW_99,156k,6.7%
CON-5346,ACC-1088,128022,3514,Paid,VNDR_A,Equipment,Autopay,0,UW_45,131000,0.055
CON-5347,ACC-1035,136348,3250,Past Due,vndr_c,Equipment,Autopay,60,UW_102,44000,0.048
CON-5348,ACC-1000,$31117,3900,Current,vndr_c,Fleet_Car,Autopay,,UW_102,55000,0.081
CON-5349,ACC-1291,117231,4053,Paid,VNDR_B,FLEET_TRUCK,Autopay ,0,UW_45,134k,7.1%
CON-5350,ACC-1189,17128,4490,CURRENT,VNDR_A,Fleet_Car,Autopay ,0,UW_102,150k,4.6%
CON-5351,ACC-1222,23174,3032,Current,vndr_c,Fleet_Car,Autopay,30,UW_99,120000,7.2%
CON-5352,ACC-1343,115819,1314,Current,VNDR_A,Fleet_Car,ACH,30,UW_45,112000,0.047
CON-5353,ACC-1233,142585,4460,Paid,VNDR_C,FLEET_TRUCK,Credit Card,90,UW_45,54k,6.9%
CON-5354,ACC-1003,126181,3167, Paid ,vndr_c,Fleet_Car,Autopay ,90,UW_45,135k,5.0%
CON-5355,ACC-1246,$111198,3628,Past Due,vndr_a,Equipment,Autopay ,90,UW_45,29000,7.2%
CON-5356,ACC-1342,35508,1119,Paid,vndr_c,Equipment,Autopay ,,UW_99,42k,0.068
CON-5357,ACC-1375,105058,2157, Paid ,VNDR_B,FLEET_TRUCK,Autopay ,30,UW_99,22k,6.3%
CON-5358,ACC-1026,94710,3488,past due,vndr_c,Equipment,ACH,60,UW_102,86k,6.1%
CON-5359,ACC-1143,$36629,1927,past due,VNDR_A,Equipment,ACH,,UW_99,39000,5.3%
CON-5360,ACC-1248,54619,1540,CURRENT,VNDR_A,FLEET_TRUCK,ACH,30,UW_45,114000,0.052
CON-5361,ACC-1326,55409,1485,Current,VNDR_C,Equipment,Autopay ,0,UW_45,125000,5.1%
CON-5362,ACC-1243,84309,3856,CURRENT,vndr_a,FLEET_TRUCK,Autopay,90,UW_102,49k,6.1%
CON-5363,ACC-1347,53050,2093,CURRENT,vndr_c,Fleet_Car,ACH,,UW_45,131k,8.2%
CON-5364,ACC-1138,107753,1893,Past Due,VNDR_B,Equipment,Autopay,90,UW_45,130000,6.9%
CON-5365,ACC-1160,78385,3043,Past Due,vndr_c,Fleet_Car,ACH,0,UW_102,69000,0.07
CON-5366,ACC-1017,40611,897,CURRENT,VNDR_A,Fleet_Car,Credit Card,,UW_45,134k,7.3%
CON-5367,ACC-1391,46926,4485,Paid,VNDR_C,Fleet_Car,ACH,30,UW_102,50k,6.7%
CON-5368,ACC-1218,92219,3635,Paid,VNDR_B,FLEET_TRUCK,Credit Card,0,UW_102,39000,8.2%
CON-5369,ACC-1091,31354,2604,Past Due,vndr_b,Fleet_Car,Autopay,30,UW_45,105000,0.052
CON-5370,ACC-1467,$143989,2608,Paid,VNDR_B,Fleet_Car,ACH,0,UW_99,158000,0.05
CON-5371,ACC-1477,80692,954,Paid,vndr_b,FLEET_TRUCK,Credit Card,60,UW_102,24000,0.047
CON-5372,ACC-1415,15970,4016,Past Due,VNDR_C,Fleet_Car,ACH,90,UW_45,145k,0.058
CON-5373,ACC-1205,$141370,1026,Paid,vndr_c,Fleet_Car,Autopay ,,UW_102,157000,0.056
CON-5374,ACC-1196,36091,3506,Current,VNDR_B,Equipment,Autopay,0,UW_45,94000,4.8%
CON-5375,ACC-1368,109178,3228,Current,vndr_b,FLEET_TRUCK,ACH,,UW_45,132000,4.6%
CON-5376,ACC-1172,95669,4026,Paid,VNDR_A,FLEET_TRUCK,ACH,30,UW_45,135000,4.1%
CON-5377,ACC-1018,135159,3812,Current,vndr_b,Equipment,ACH,90,UW_45,157k,0.066
CON-5378,ACC-1420,27006,4050,Past Due,vndr_b,Equipment,Credit Card,,UW_99,53k,0.068
CON-5379,ACC-1427,$42874,3822,Paid,vndr_b,FLEET_TRUCK,ACH,,UW_45,76k,4.9%
CON-5380,ACC-1061,51000,1921,Current,vndr_b,Fleet_Car,Autopay ,,UW_99,74000,6.7%
CON-5381,ACC-1192,129992,3985,Current,VNDR_A,FLEET_TRUCK,ACH,0,UW_99,30k,0.076
CON-5382,ACC-1354,62032,1319,Current,vndr_a,Equipment,Autopay ,,UW_102,92k,0.076
CON-5383,ACC-1255,123011,3306,Past Due,vndr_c,FLEET_TRUCK,Autopay ,90,UW_99,64000,4.2%
CON-5384,ACC-1276,$76771,2878,Current,vndr_b,Equipment,Credit Card,60,UW_99,155000,0.068
CON-5385,ACC-1090,$65782,1454,Paid,VNDR_A,Fleet_Car,Autopay ,60,UW_99,58000,8.4%
CON-5386,ACC-1090,128946,1447,Past Due,vndr_b,Equipment,ACH,0,UW_99,136k,0.073
CON-5387,ACC-1117,131607,3990,Past Due,VNDR_B,Fleet_Car,ACH,30,UW_45,103k,0.074
CON-5388,ACC-1027,123159,4447, Paid ,vndr_a,Fleet_Car,Autopay,30,UW_102,116000,0.043
CON-5389,ACC-1065,$112906,931,Paid,VNDR_C,Fleet_Car,Autopay ,30,UW_99,69000,8.4%
CON-5390,ACC-1080,137037,4033,Paid,VNDR_C,Fleet_Car,Credit Card,0,UW_102,63000,5.0%
CON-5391,ACC-1373,143244,2553,Paid,vndr_a,Fleet_Car,Autopay ,90,UW_45,75000,7.8%
CON-5392,ACC-1022,73302,964, Paid ,vndr_c,Equipment,ACH,90,UW_45,58000,8.0%
CON-5393,ACC-1006,118368,3639,Paid,vndr_b,Fleet_Car,Credit Card,60,UW_102,45k,0.051
CON-5394,ACC-1235,77668,4314,CURRENT,vndr_c,Equipment,ACH,90,UW_102,43k,7.0%
CON-5395,ACC-1360,51339,3394,Past Due,vndr_c,Fleet_Car,Autopay,60,UW_45,123k,0.079
CON-5396,ACC-1106,23575,4026,Paid,VNDR_A,Equipment,Autopay ,0,UW_45,89000,0.068
CON-5397,ACC-1187,110417,1517,Paid,VNDR_C,Equipment,ACH,,UW_45,48k,6.1%
CON-5398,ACC-1480,$68664,3881,CURRENT,vndr_c,Fleet_Car,Credit Card,60,UW_102,105k,4.5%
CON-5399,ACC-1248,85086,2853,CURRENT,VNDR_A,FLEET_TRUCK,Autopay ,90,UW_45,128k,4.3%
CON-5400,ACC-1200,111507,4477,Current,VNDR_B,Fleet_Car,ACH,30,UW_102,36k,8.0%
CON-5401,ACC-1011,44366,2000, Paid ,vndr_c,Equipment,Credit Card,90,UW_102,147k,0.049
CON-5402,ACC-1118,125134,4219,CURRENT,vndr_c,FLEET_TRUCK,Autopay,,UW_102,25k,0.043
CON-5403,ACC-1067,100539,4479,past due,vndr_a,FLEET_TRUCK,Credit Card,90,UW_102,155000,6.0%
CON-5404,ACC-1316,90535,1458,Paid,VNDR_C,FLEET_TRUCK,Credit Card,30,UW_45,32k,0.053
CON-5405,ACC-1133,$55235,2314,Current,vndr_a,Equipment,ACH,60,UW_102,49k,5.4%
CON-5406,ACC-1012,53782,2457, Paid ,vndr_a,FLEET_TRUCK,Autopay ,30,UW_99,158000,6.4%
CON-5407,ACC-1293,148014,3531,Current,VNDR_C,Equipment,Autopay,60,UW_45,95k,0.053
CON-5408,ACC-1205,44442,3329,Current,vndr_b,FLEET_TRUCK,ACH,60,UW_99,30k,6.5%
CON-5409,ACC-1042,66157,3005, Paid ,vndr_c,Equipment,ACH,,UW_102,76000,7.5%
CON-5410,ACC-1075,65973,3732, Paid ,VNDR_B,FLEET_TRUCK,Autopay ,0,UW_102,150000,8.1%
CON-5411,ACC-1227,105418,3837, Paid ,vndr_b,FLEET_TRUCK,Credit Card,90,UW_45,134000,0.044
CON-5412,ACC-1268,$123578,2173,Past Due,VNDR_C,FLEET_TRUCK,ACH,0,UW_102,42k,0.054
CON-5413,ACC-1095,86651,4209, Paid ,VNDR_B,Equipment,Autopay,0,UW_102,138000,7.4%
CON-5414,ACC-1153,94669,3423,Paid,vndr_b,Fleet_Car,Autopay ,90,UW_99,138k,7.6%
CON-5415,ACC-1496,143945,1073,CURRENT,vndr_c,FLEET_TRUCK,Autopay,,UW_102,82k,7.4%
CON-5416,ACC-1375,82609,3156,Past Due,VNDR_B,Fleet_Car,ACH,30,UW_102,141000,7.7%
CON-5417,ACC-1325,135859,2258,Past Due,VNDR_B,FLEET_TRUCK,ACH,,UW_99,54k,4.2%
CON-5418,ACC-1350,63037,4076,past due,VNDR_B,Equipment,Autopay ,0,UW_45,62000,0.079
CON-5419,ACC-1210,107177,2193,Current,VNDR_A,Fleet_Car,Credit Card,,UW_99,23k,0.053
CON-5420,ACC-1410,64392,1266, Paid ,vndr_b,Fleet_Car,ACH,30,UW_99,154000,0.072
CON-5421,ACC-1267,140702,3927,past due,vndr_a,Equipment,Autopay ,0,UW_45,112k,0.06
CON-5422,ACC-1040,46089,2540,Paid,VNDR_A,Fleet_Car,ACH,90,UW_102,56000,5.4%
CON-5423,ACC-1060,$26145,1836,Past Due,VNDR_A,FLEET_TRUCK,ACH,0,UW_99,28000,6.3%
CON-5424,ACC-1433,68844,3856,past due,VNDR_C,FLEET_TRUCK,Autopay ,30,UW_45,71k,5.6%
CON-5425,ACC-1111,78392,3731,Current,VNDR_B,Fleet_Car,ACH,0,UW_99,37k,6.6%
CON-5426,ACC-1490,147171,1239,Current,VNDR_B,FLEET_TRUCK,Autopay,30,UW_45,141k,6.7%
CON-5427,ACC-1390,74651,2279,Paid,VNDR_B,Equipment,ACH,0,UW_102,100k,4.5%
CON-5428,ACC-1430,$144423,2618,Current,VNDR_C,FLEET_TRUCK,Autopay ,90,UW_99,92k,0.073
CON-5429,ACC-1345,33247,2813,Paid,VNDR_A,FLEET_TRUCK,Autopay,,UW_45,141000,5.7%
CON-5430,ACC-1473,$37283,4455,Current,VNDR_A,FLEET_TRUCK,Credit Card,60,UW_99,121k,6.7%
CON-5431,ACC-1297,$120981,3231,past due,vndr_c,FLEET_TRUCK,Autopay ,90,UW_45,128000,0.053
CON-5432,ACC-1128,121022,2804, Paid ,vndr_a,Equipment,Credit Card,0,UW_99,150k,7.5%
CON-5433,ACC-1347,28854,2139,Current,VNDR_B,Equipment,ACH,0,UW_45,147000,8.4%
CON-5434,ACC-1277,144024,2207,CURRENT,VNDR_C,Fleet_Car,ACH,90,UW_99,71k,0.062
CON-5435,ACC-1337,115566,4324,past due,vndr_c,Fleet_Car,Autopay,90,UW_99,116k,4.2%
CON-5436,ACC-1283,96909,3607,CURRENT,VNDR_C,FLEET_TRUCK,Autopay,,UW_99,144000,6.6%
CON-5437,ACC-1180,$147824,3939,past due,VNDR_B,Fleet_Car,ACH,,UW_99,87k,0.084
CON-5438,ACC-1320,48606,2197, Paid ,VNDR_A,FLEET_TRUCK,Autopay ,60,UW_102,109000,0.066
CON-5439,ACC-1466,$107083,3618,Past Due,VNDR_B,Fleet_Car,Autopay ,30,UW_99,82k,0.069
CON-5440,ACC-1356,$100489,2723,CURRENT,VNDR_A,FLEET_TRUCK,Autopay,,UW_102,128000,8.1%
CON-5441,ACC-1257,99520,4123,Paid,VNDR_B,Fleet_Car,Autopay ,60,UW_102,145k,7.0%
CON-5442,ACC-1024,67889,2017,CURRENT,vndr_b,Fleet_Car,ACH,,UW_99,39000,6.4%
CON-5443,ACC-1333,103300,4174,past due,VNDR_C,FLEET_TRUCK,Autopay,,UW_102,155k,0.049
CON-5444,ACC-1092,67448,4408,Past Due,vndr_c,Equipment,Credit Card,,UW_102,84000,0.06
CON-5445,ACC-1436,70824,3950, Paid ,VNDR_C,Equipment,ACH,,UW_99,139k,0.069
CON-5446,ACC-1222,110492,2480,past due,VNDR_A,Equipment,Credit Card,90,UW_102,81k,7.1%
CON-5447,ACC-1076,90247,1586,Past Due,vndr_a,FLEET_TRUCK,Autopay,90,UW_45,85000,5.1%
CON-5448,ACC-1404,129329,4091,past due,vndr_c,Equipment,Credit Card,0,UW_45,29k,5.2%
CON-5449,ACC-1443,142360,1060, Paid ,VNDR_B,Equipment,ACH,90,UW_45,34000,0.044
CON-5450,ACC-1486,51847,3974,CURRENT,VNDR_B,FLEET_TRUCK,ACH,30,UW_45,148000,0.063
CON-5451,ACC-1383,47054,3847,Current,vndr_b,Fleet_Car,Credit Card,0,UW_99,100k,6.6%
CON-5452,ACC-1273,71127,2334,Paid,VNDR_A,FLEET_TRUCK,Autopay,90,UW_45,132k,7.9%
CON-5453,ACC-1010,79578,3443,CURRENT,VNDR_A,Equipment,ACH,30,UW_102,57k,0.072
CON-5454,ACC-1121,115844,4312, Paid ,vndr_b,Fleet_Car,Autopay,60,UW_102,112000,0.071
CON-5455,ACC-1224,38658,3386,past due,vndr_c,FLEET_TRUCK,ACH,60,UW_99,80k,7.9%
CON-5456,ACC-1470,143894,4159,Past Due,vndr_a,Equipment,Autopay ,,UW_99,125000,5.5%
CON-5457,ACC-1026,107237,3427,Paid,vndr_a,Equipment,Autopay,30,UW_99,160000,6.0%
CON-5458,ACC-1264,120031,3722,Paid,vndr_a,Equipment,Autopay,60,UW_102,98k,4.4%
CON-5459,ACC-1409,140400,1954,Current,VNDR_A,FLEET_TRUCK,Autopay ,30,UW_102,54k,0.071
CON-5460,ACC-1313,113912,3366,Current,VNDR_A,FLEET_TRUCK,Credit Card,60,UW_45,77k,0.041
CON-5461,ACC-1087,$59238,3123,Past Due,VNDR_A,Equipment,Autopay,90,UW_45,129000,0.047
CON-5462,ACC-1147,$144538,3857, Paid ,vndr_b,Fleet_Car,Autopay,30,UW_45,72k,0.079
CON-5463,ACC-1405,71509,1397,Past Due,VNDR_B,FLEET_TRUCK,Credit Card,,UW_102,92000,4.9%
CON-5464,ACC-1498,80095,3638, Paid ,vndr_c,Fleet_Car,Autopay,90,UW_45,137k,0.061
CON-5465,ACC-1181,$82168,3283,Paid,VNDR_C,Equipment,ACH,0,UW_102,35k,8.2%
CON-5466,ACC-1456,147262,3091,Past Due,VNDR_C,Fleet_Car,Autopay ,30,UW_45,97000,7.0%
CON-5467,ACC-1072,144195,1866,Past Due,VNDR_B,Fleet_Car,Credit Card,90,UW_102,139k,0.054
CON-5468,ACC-1474,109527,1880,CURRENT,VNDR_B,FLEET_TRUCK,Credit Card,60,UW_45,92000,0.052
CON-5469,ACC-1225,143784,1017,Current,vndr_a,Fleet_Car,Credit Card,30,UW_99,58000,0.082
CON-5470,ACC-1020,138272,2608,past due,vndr_c,Equipment,Autopay,90,UW_102,139k,0.085
CON-5471,ACC-1092,44488,4219,Current,vndr_c,Equipment,Autopay ,,UW_45,57k,0.044
CON-5472,ACC-1039,70678,1808, Paid ,vndr_c,Fleet_Car,Autopay ,0,UW_102,21000,6.6%
CON-5473,ACC-1425,46979,3698,Paid,vndr_b,FLEET_TRUCK,Autopay ,,UW_45,47000,4.7%
CON-5474,ACC-1374,16521,3807,CURRENT,vndr_a,Fleet_Car,ACH,60,UW_102,31000,8.3%
CON-5475,ACC-1091,29558,1783, Paid ,VNDR_A,Fleet_Car,Credit Card,30,UW_102,160000,5.7%
CON-5476,ACC-1412,120485,2070,Paid,VNDR_C,Fleet_Car,Autopay ,0,UW_102,59k,6.2%
CON-5477,ACC-1216,$149388,1169, Paid ,VNDR_B,Equipment,Credit Card,90,UW_45,134000,0.061
CON-5478,ACC-1351,$126677,3723,Current,vndr_b,Equipment,ACH,60,UW_102,151k,6.1%
CON-5479,ACC-1153,$129650,4246,Current,VNDR_C,FLEET_TRUCK,Autopay ,,UW_99,142k,0.084
CON-5480,ACC-1338,35062,3750,CURRENT,VNDR_B,FLEET_TRUCK,Autopay ,,UW_99,151k,5.9%
CON-5481,ACC-1042,$146974,2504,Paid,VNDR_B,FLEET_TRUCK,Autopay,90,UW_45,138k,4.8%
