log_id,contract_id,current_stage,days_delayed_in_stage,last_ping_timestamp
LOG-8417,CON-5417,Stage 3,40,2026-03-31 00:00:00
LOG-8418,CON-5418,Stage 4,27,2026-01-27 16:00:00
LOG-8419,CON-5419,Stage 4,12,2026-06-08 20:00:00
LOG-8420,CON-5420,Stage 2,44,2026-01-18 23:00:00
LOG-8421,CON-5421,Stage 4,31,2026-05-23 14:00:00
LOG-8422,CON-5422,Stage 1,23,2026-02-20 01:00:00
LOG-8423,CON-5423,Stage 1,0,2026-05-27 11:00:00
LOG-8424,CON-5424,Stage 4,23,2026-06-16 10:00:00
LOG-8425,CON-5425,Stage 1,0,2026-03-22 14:00:00
LOG-8426,CON-5426,1,6,2026-06-02 16:00:00
LOG-8427,CON-5427,Stage 4,37,2026-02-04 15:00:00
LOG-8428,CON-5428,Stage 1,35,2026-07-05 10:00:00
LOG-8429,CON-5429,Stage 2,2,2026-06-13 10:00:00
LOG-8430,CON-5430,Stage 1,27,2026-03-17 01:00:00
LOG-8431,CON-5431,Stage 2,-999,2026-03-18 21:00:00
LOG-8432,CON-5432,Stage 3,24,2026-02-09 08:00:00
LOG-8433,CON-5433,Stage 1,4,2026-05-16 11:00:00
LOG-8434,CON-5434,Stage 1,19,2026-04-15 00:00:00
LOG-8435,CON-5435,Stage 1,20,2026-02-17 22:00:00
LOG-8436,CON-5436,Stage 1,33,2026-06-04 19:00:00
LOG-8437,CON-5437,Stage 3,6,2026-03-09 10:00:00
LOG-8438,CON-5438,1,11,2026-05-28 06:00:00
LOG-8439,CON-5439,Stage 3,14,2026-01-13 08:00:00
LOG-8440,CON-5440,Stage 1,35,2026-07-13 17:00:00
LOG-8441,CON-5441,1,35,2026-05-28 22:00:00
LOG-8442,CON-5442,Stage 1,35,2026-06-18 09:00:00
LOG-8443,CON-5443,Stage 1,2,2026-03-21 13:00:00
LOG-8444,CON-5444,Stage 2,17,2026-07-09 01:00:00
LOG-8445,CON-5445,Stage 1,-999,2026-05-31 00:00:00
LOG-8446,CON-5446,Stage 4,2,2026-05-01 11:00:00
LOG-8447,CON-5447,1,16,2026-02-10 18:00:00
LOG-8448,CON-5448,Stage 2,15,2026-01-21 10:00:00
LOG-8449,CON-5449,Unknown,36,2026-06-29 03:00:00
LOG-8450,CON-5450,Unknown,30,2026-02-25 23:00:00
LOG-8451,CON-5451,Stage 4,43,2026-05-11 07:00:00
LOG-8452,CON-5452,1,-999,2026-05-14 08:00:00
LOG-8453,CON-5453,Stage 2,12,2026-05-07 17:00:00
LOG-8454,CON-5454,Unknown,-999,2026-02-24 19:00:00
LOG-8455,CON-5455,Stage 2,33,2026-03-16 11:00:00
LOG-8456,CON-5456,Stage 3,37,2026-04-16 18:00:00
LOG-8457,CON-5457,Stage 4,39,2026-02-01 22:00:00
LOG-8458,CON-5458,Stage 1,38,2026-05-08 00:00:00
LOG-8459,CON-5459,Unknown,12,2026-07-11 08:00:00
LOG-8460,CON-5460,Stage 1,11,2026-06-14 18:00:00
LOG-8461,CON-5461,Stage 1,15,2026-02-03 22:00:00
LOG-8462,CON-5462,Unknown,15,2026-07-10 01:00:00
LOG-8463,CON-5463,Stage 2,-999,2026-04-12 04:00:00
LOG-8464,CON-5464,Unknown,7,2026-05-28 00:00:00
LOG-8465,CON-5465,Stage 4,7,2026-06-28 00:00:00
LOG-8466,CON-5466,Stage 2,13,2026-04-25 04:00:00
LOG-8467,CON-5467,Stage 4,7,2026-04-05 10:00:00
LOG-8468,CON-5468,Stage 4,33,2026-06-24 08:00:00
LOG-8469,CON-5469,Stage 4,40,2026-02-07 06:00:00
LOG-8470,CON-5470,Stage 4,42,2026-06-19 07:00:00
LOG-8471,CON-5471,Stage 3,17,2026-04-22 01:00:00
LOG-8472,CON-5472,Stage 1,-999,2026-04-29 05:00:00
LOG-8473,CON-5473,1,3,2026-07-11 14:00:00
LOG-8474,CON-5474,Stage 2,26,2026-01-29 09:00:00
LOG-8475,CON-5475,Stage 4,11,2026-04-20 00:00:00
LOG-8476,CON-5476,Stage 4,33,2026-01-17 18:00:00
LOG-8477,CON-5477,Stage 2,41,2026-02-27 14:00:00
LOG-8478,CON-5478,Stage 3,17,2026-05-03 12:00:00
LOG-8479,CON-5479,Stage 1,14,2026-04-23 04:00:00
LOG-8480,CON-5480,Stage 2,41,2026-05-05 12:00:00
LOG-8481,CON-5481,Stage 2,35,2026-05-11 20:00:00
LOG-8482,CON-5482,Unknown,23,2026-05-14 08:00:00
LOG-8483,CON-5483,Stage 3,-999,2026-06-18 16:00:00
LOG-8484,CON-5484,Stage 1,1,2026-01-17 18:00:00
LOG-8485,CON-5485,Unknown,18,2026-03-06 07:00:00
LOG-8486,CON-5486,Stage 2,39,2026-05-28 16:00:00
LOG-8487,CON-5487,Stage 1,33,2026-01-01 04:00:00
LOG-8488,CON-5488,Stage 4,44,2026-07-17 17:00:00
LOG-8489,CON-5489,Stage 2,0,2026-05-04 06:00:00
LOG-8490,CON-5490,Stage 3,19,2026-07-04 13:00:00
LOG-8491,CON-5491,Unknown,17,2026-05-31 06:00:00
LOG-8492,CON-5492,Stage 3,38,2026-05-25 18:00:00
LOG-8493,CON-5493,Stage 2,-999,2026-05-01 19:00:00
LOG-8494,CON-5494,Stage 3,20,2026-01-12 10:00:00
LOG-8495,CON-5495,Stage 4,15,2026-05-17 10:00:00
LOG-8496,CON-5496,Stage 1,35,2026-01-05 22:00:00
LOG-8497,CON-5497,Stage 1,8,2026-03-01 13:00:00
LOG-8498,CON-5498,Stage 1,26,2026-05-17 23:00:00
LOG-8499,CON-5499,Stage 2,35,2026-04-23 22:00:00
LOG-8500,CON-5500,Stage 1,13,2026-02-25 11:00:00
LOG-8501,CON-5501,Stage 4,-999,2026-01-03 18:00:00
LOG-8502,CON-5502,Stage 4,17,2026-06-14 18:00:00
LOG-8503,CON-5503,1,5,2026-03-29 07:00:00
LOG-8504,CON-5504,Unknown,16,2026-06-03 17:00:00
LOG-8505,CON-5505,Unknown,15,2026-01-12 15:00:00
LOG-8506,CON-5506,Unknown,10,2026-06-18 22:00:00
LOG-8507,CON-5507,Stage 4,-999,2026-05-06 06:00:00
LOG-8508,CON-5508,1,6,2026-01-23 16:00:00
LOG-8509,CON-5509,Stage 4,36,2026-03-13 00:00:00
LOG-8510,CON-5510,1,22,2026-07-12 14:00:00
LOG-8511,CON-5511,Unknown,1,2026-07-09 03:00:00
LOG-8512,CON-5512,Stage 2,42,2026-03-12 06:00:00
LOG-8513,CON-5513,Unknown,14,2026-07-08 01:00:00
LOG-8514,CON-5514,Stage 3,13,2026-02-20 04:00:00
LOG-8515,CON-5515,1,42,2026-04-26 07:00:00
LOG-8516,CON-5516,Stage 2,7,2026-07-05 23:00:00
LOG-8517,CON-5517,Stage 2,19,2026-06-25 13:00:00
LOG-8518,CON-5518,Stage 1,10,2026-05-02 12:00:00
LOG-8519,CON-5519,Unknown,2,2026-05-17 05:00:00
LOG-8520,CON-5520,Stage 2,26,2026-01-28 02:00:00
LOG-8521,CON-5521,Stage 4,9,2026-04-17 03:00:00
LOG-8522,CON-5522,1,10,2026-03-10 22:00:00
LOG-8523,CON-5523,1,43,2026-05-16 18:00:00
LOG-8524,CON-5524,1,28,2026-02-10 19:00:00
LOG-8525,CON-5525,Stage 2,13,2026-04-25 13:00:00
LOG-8526,CON-5526,Stage 3,28,2026-03-13 10:00:00
LOG-8527,CON-5527,Stage 3,1,2026-02-20 12:00:00
LOG-8528,CON-5528,1,34,2026-04-30 02:00:00
LOG-8529,CON-5529,Stage 2,44,2026-02-02 01:00:00
LOG-8530,CON-5530,Stage 4,34,2026-01-29 17:00:00
LOG-8531,CON-5531,Unknown,41,2026-05-29 22:00:00
LOG-8532,CON-5532,1,3,2026-05-13 05:00:00
LOG-8533,CON-5533,1,8,2026-03-03 01:00:00
LOG-8534,CON-5534,1,34,2026-01-19 07:00:00
LOG-8535,CON-5535,Stage 1,21,2026-05-15 17:00:00
LOG-8536,CON-5536,Stage 2,21,2026-05-21 04:00:00
LOG-8537,CON-5537,Stage 2,-999,2026-05-06 06:00:00
LOG-8538,CON-5538,Stage 1,14,2026-06-28 20:00:00
LOG-8539,CON-5539,Stage 4,39,2026-04-24 02:00:00
LOG-8540,CON-5540,Stage 3,34,2026-01-21 23:00:00
LOG-8541,CON-5541,Stage 1,43,2026-03-12 10:00:00
LOG-8542,CON-5542,Unknown,-999,2026-01-03 00:00:00
LOG-8543,CON-5543,Stage 2,1,2026-01-22 10:00:00
LOG-8544,CON-5544,Stage 1,40,2026-05-30 02:00:00
LOG-8545,CON-5545,1,30,2026-01-26 14:00:00
LOG-8546,CON-5546,1,3,2026-06-11 23:00:00
LOG-8547,CON-5547,Stage 3,-999,2026-02-08 11:00:00
LOG-8548,CON-5548,Stage 3,7,2026-05-10 20:00:00
LOG-8549,CON-5549,1,16,2026-02-10 02:00:00
LOG-8550,CON-5550,1,38,2026-06-21 18:00:00
LOG-8551,CON-5551,Stage 2,31,2026-05-14 02:00:00
LOG-8552,CON-5552,Stage 1,18,2026-05-09 19:00:00
LOG-8553,CON-5553,Stage 4,30,2026-01-11 16:00:00
LOG-8554,CON-5554,Stage 1,2,2026-06-03 01:00:00
LOG-8555,CON-5555,Unknown,15,2026-04-07 11:00:00
LOG-8556,CON-5556,Stage 3,23,2026-07-05 16:00:00
LOG-8557,CON-5557,Stage 1,25,2026-04-07 18:00:00
LOG-8558,CON-5558,Stage 2,9,2026-03-10 16:00:00
LOG-8559,CON-5559,Stage 3,23,2026-06-19 01:00:00
LOG-8560,CON-5560,Stage 4,10,2026-07-20 18:00:00
LOG-8561,CON-5561,Unknown,35,2026-07-02 01:00:00
LOG-8562,CON-5562,Stage 4,26,2026-02-23 07:00:00
LOG-8563,CON-5563,1,39,2026-05-23 14:00:00
LOG-8564,CON-5564,Unknown,1,2026-07-17 19:00:00
LOG-8565,CON-5565,Stage 1,33,2026-02-17 04:00:00
LOG-8566,CON-5566,Stage 4,-999,2026-01-13 03:00:00
LOG-8567,CON-5567,1,33,2026-02-01 17:00:00
LOG-8568,CON-5568,Stage 3,16,2026-06-10 23:00:00
LOG-8569,CON-5569,Stage 4,41,2026-02-15 17:00:00
LOG-8570,CON-5570,Stage 4,15,2026-05-13 06:00:00
LOG-8571,CON-5571,Stage 1,12,2026-05-16 20:00:00
LOG-8572,CON-5572,Stage 1,15,2026-02-09 21:00:00
LOG-8573,CON-5573,Stage 3,25,2026-06-08 21:00:00
LOG-8574,CON-5574,Unknown,33,2026-05-27 20:00:00
LOG-8575,CON-5575,Stage 2,19,2026-04-15 09:00:00
LOG-8576,CON-5576,Stage 2,-999,2026-04-18 22:00:00
LOG-8577,CON-5577,Stage 1,33,2026-04-21 06:00:00
LOG-8578,CON-5578,Stage 1,16,2026-01-22 14:00:00
LOG-8579,CON-5579,Stage 2,18,2026-06-11 12:00:00
LOG-8580,CON-5580,Stage 1,23,2026-07-13 09:00:00
LOG-8581,CON-5581,Stage 3,14,2026-07-04 21:00:00
LOG-8582,CON-5582,Stage 2,43,2026-02-17 09:00:00
LOG-8583,CON-5583,Stage 4,1,2026-06-21 02:00:00
LOG-8584,CON-5584,1,26,2026-03-13 09:00:00
LOG-8585,CON-5585,Stage 2,33,2026-05-10 00:00:00
LOG-8586,CON-5586,Unknown,23,2026-03-03 17:00:00
LOG-8587,CON-5587,Unknown,11,2026-03-12 10:00:00
LOG-8588,CON-5588,Stage 1,29,2026-06-06 22:00:00
LOG-8589,CON-5589,Unknown,21,2026-01-10 09:00:00
LOG-8590,CON-5590,Stage 2,18,2026-03-03 06:00:00
LOG-8591,CON-5591,Stage 3,22,2026-02-19 16:00:00
LOG-8592,CON-5592,Unknown,45,2026-02-01 12:00:00
LOG-8593,CON-5593,Stage 1,9,2026-01-27 02:00:00
LOG-8594,CON-5594,Unknown,29,2026-05-15 14:00:00
LOG-8595,CON-5595,1,7,2026-05-20 01:00:00
LOG-8596,CON-5596,Unknown,15,2026-06-01 02:00:00
LOG-8597,CON-5597,Stage 4,31,2026-02-25 04:00:00
LOG-8598,CON-5598,Stage 1,14,2026-01-11 13:00:00
LOG-8599,CON-5599,1,5,2026-07-12 19:00:00
LOG-8600,CON-5600,Stage 4,20,2026-04-10 03:00:00
LOG-8601,CON-5601,Unknown,26,2026-07-19 17:00:00
LOG-8602,CON-5602,Stage 2,0,2026-01-03 05:00:00
LOG-8603,CON-5603,Stage 3,1,2026-05-31 03:00:00
LOG-8604,CON-5604,1,7,2026-05-21 04:00:00
LOG-8605,CON-5605,Stage 4,0,2026-03-04 22:00:00
LOG-8606,CON-5606,Stage 3,40,2026-06-29 15:00:00
LOG-8607,CON-5607,Stage 4,38,2026-01-31 23:00:00
LOG-8608,CON-5608,Stage 4,39,2026-06-24 06:00:00
LOG-8609,CON-5609,Stage 1,22,2026-02-04 01:00:00
LOG-8610,CON-5610,Unknown,4,2026-02-01 16:00:00
LOG-8611,CON-5611,Stage 3,18,2026-01-28 17:00:00
LOG-8612,CON-5612,Stage 3,25,2026-05-16 15:00:00
LOG-8613,CON-5613,Stage 2,37,2026-02-05 13:00:00
LOG-8614,CON-5614,1,10,2026-02-25 19:00:00
LOG-8615,CON-5615,Stage 3,4,2026-03-03 14:00:00
LOG-8616,CON-5616,Stage 3,26,2026-01-20 02:00:00
LOG-8617,CON-5617,Stage 3,44,2026-07-10 23:00:00
LOG-8618,CON-5618,Stage 1,34,2026-04-15 23:00:00
LOG-8619,CON-5619,Stage 2,40,2026-01-06 10:00:00
LOG-8620,CON-5620,Unknown,25,2026-04-20 13:00:00
LOG-8621,CON-5621,Stage 1,-999,2026-06-27 03:00:00
LOG-8622,CON-5622,Stage 1,27,2026-07-19 00:00:00
LOG-8623,CON-5623,Stage 3,3,2026-05-14 06:00:00
LOG-8624,CON-5624,Stage 4,38,2026-01-23 00:00:00
LOG-8625,CON-5625,Unknown,29,2026-01-19 10:00:00
LOG-8626,CON-5626,Stage 3,11,2026-07-16 06:00:00
LOG-8627,CON-5627,1,22,2026-01-14 13:00:00
LOG-8628,CON-5628,Stage 4,27,2026-05-27 03:00:00
LOG-8629,CON-5629,Unknown,31,2026-04-19 17:00:00
LOG-8630,CON-5630,Stage 3,39,2026-02-23 16:00:00
LOG-8631,CON-5631,Stage 3,2,2026-01-30 07:00:00
LOG-8632,CON-5632,Stage 2,0,2026-05-16 14:00:00
LOG-8633,CON-5633,1,15,2026-05-03 21:00:00
LOG-8634,CON-5634,Stage 1,33,2026-02-04 13:00:00
LOG-8635,CON-5635,Unknown,41,2026-04-06 19:00:00
LOG-8636,CON-5636,Stage 4,6,2026-06-20 11:00:00
LOG-8637,CON-5637,1,1,2026-06-05 01:00:00
LOG-8638,CON-5638,Stage 1,36,2026-05-29 22:00:00
LOG-8639,CON-5639,Stage 1,18,2026-05-27 05:00:00
LOG-8640,CON-5640,Stage 2,28,2026-03-07 18:00:00
LOG-8641,CON-5641,1,38,2026-06-30 18:00:00
LOG-8642,CON-5642,1,26,2026-07-16 19:00:00
LOG-8643,CON-5643,Unknown,42,2026-03-17 17:00:00
LOG-8644,CON-5644,Unknown,38,2026-07-10 23:00:00
LOG-8645,CON-5645,Stage 3,29,2026-01-23 16:00:00
LOG-8646,CON-5646,Unknown,23,2026-05-29 12:00:00
LOG-8647,CON-5647,1,15,2026-02-07 10:00:00
LOG-8648,CON-5648,Stage 3,1,2026-07-17 16:00:00
LOG-8649,CON-5649,Stage 1,12,2026-02-14 06:00:00
LOG-8650,CON-5650,Stage 4,14,2026-03-17 04:00:00
LOG-8651,CON-5651,1,35,2026-01-15 13:00:00
LOG-8652,CON-5652,Stage 4,35,2026-05-02 04:00:00
LOG-8653,CON-5653,Stage 1,29,2026-07-15 13:00:00
LOG-8654,CON-5654,Stage 3,11,2026-07-11 06:00:00
LOG-8655,CON-5655,Stage 2,14,2026-05-14 19:00:00
LOG-8656,CON-5656,Unknown,42,2026-06-04 11:00:00
LOG-8657,CON-5657,1,33,2026-02-05 21:00:00
LOG-8658,CON-5658,Stage 4,18,2026-01-01 11:00:00
LOG-8659,CON-5659,1,7,2026-02-06 22:00:00
LOG-8660,CON-5660,Stage 2,21,2026-01-08 17:00:00
LOG-8661,CON-5661,Stage 2,22,2026-05-20 21:00:00
LOG-8662,CON-5662,Stage 4,17,2026-01-24 17:00:00
LOG-8663,CON-5663,Stage 1,22,2026-04-15 20:00:00
LOG-8664,CON-5664,Stage 4,13,2026-01-04 17:00:00
LOG-8665,CON-5665,Stage 2,6,2026-06-22 21:00:00
LOG-8666,CON-5666,Stage 3,33,2026-03-22 18:00:00
LOG-8667,CON-5667,Stage 3,7,2026-03-06 06:00:00
LOG-8668,CON-5668,Stage 3,9,2026-03-03 18:00:00
LOG-8669,CON-5669,Stage 1,17,2026-06-10 01:00:00
LOG-8670,CON-5670,Stage 1,10,2026-05-03 07:00:00
LOG-8671,CON-5671,1,-999,2026-05-12 13:00:00
LOG-8672,CON-5672,Stage 1,24,2026-01-17 01:00:00
LOG-8673,CON-5673,Stage 1,24,2026-05-09 06:00:00
LOG-8674,CON-5674,Stage 3,-999,2026-02-19 19:00:00
LOG-8675,CON-5675,Stage 4,1,2026-01-13 02:00:00
LOG-8676,CON-5676,Stage 1,39,2026-06-15 08:00:00
LOG-8677,CON-5677,Stage 3,38,2026-01-19 23:00:00
LOG-8678,CON-5678,Unknown,-999,2026-04-15 05:00:00
LOG-8679,CON-5679,Stage 4,37,2026-04-24 20:00:00
LOG-8680,CON-5680,Stage 2,3,2026-07-06 11:00:00
LOG-8681,CON-5681,Stage 4,17,2026-01-05 15:00:00
LOG-8682,CON-5682,Stage 1,18,2026-04-11 05:00:00
LOG-8683,CON-5683,Stage 4,28,2026-02-05 23:00:00
LOG-8684,CON-5684,1,26,2026-06-21 04:00:00
LOG-8685,CON-5685,Unknown,1,2026-05-23 02:00:00
LOG-8686,CON-5686,Stage 1,40,2026-05-02 12:00:00
LOG-8687,CON-5687,Stage 1,36,2026-06-29 19:00:00
LOG-8688,CON-5688,1,16,2026-01-06 12:00:00
LOG-8689,CON-5689,Stage 2,16,2026-01-18 06:00:00
LOG-8690,CON-5690,Stage 3,14,2026-01-23 04:00:00
LOG-8691,CON-5691,Stage 4,10,2026-02-21 11:00:00
LOG-8692,CON-5692,Stage 1,34,2026-01-21 14:00:00
LOG-8693,CON-5693,Stage 1,10,2026-06-23 03:00:00
LOG-8694,CON-5694,Stage 2,0,2026-04-08 03:00:00
LOG-8695,CON-5695,Stage 3,15,2026-05-12 21:00:00
LOG-8696,CON-5696,Stage 3,31,2026-05-20 18:00:00
LOG-8697,CON-5697,Stage 1,12,2026-02-25 14:00:00
LOG-8698,CON-5698,Stage 3,34,2026-03-17 09:00:00
LOG-8699,CON-5699,Stage 1,10,2026-05-29 10:00:00
LOG-8700,CON-5700,Stage 1,25,2026-03-17 16:00:00
LOG-8701,CON-5701,Stage 3,6,2026-04-21 08:00:00
LOG-8702,CON-5702,Unknown,15,2026-04-26 06:00:00
LOG-8703,CON-5703,1,6,2026-04-12 15:00:00
LOG-8704,CON-5704,Stage 4,9,2026-04-29 23:00:00
LOG-8705,CON-5705,Stage 1,10,2026-02-17 02:00:00
LOG-8706,CON-5706,1,40,2026-01-24 15:00:00
LOG-8707,CON-5707,Stage 2,11,2026-01-27 20:00:00
LOG-8708,CON-5708,1,26,2026-02-13 18:00:00
LOG-8709,CON-5709,Unknown,31,2026-07-20 23:00:00
LOG-8710,CON-5710,Stage 2,14,2026-07-14 13:00:00
LOG-8711,CON-5711,1,34,2026-03-04 03:00:00
LOG-8712,CON-5712,Stage 1,43,2026-03-23 13:00:00
LOG-8713,CON-5713,Unknown,36,2026-07-12 14:00:00
LOG-8714,CON-5714,1,-999,2026-06-29 18:00:00
LOG-8715,CON-5715,Stage 1,27,2026-04-14 21:00:00
LOG-8716,CON-5716,Stage 4,44,2026-01-16 12:00:00
LOG-8717,CON-5717,Stage 1,25,2026-05-13 04:00:00
LOG-8718,CON-5718,Stage 2,0,2026-04-07 17:00:00
LOG-8719,CON-5719,Stage 2,-999,2026-02-13 05:00:00
LOG-8720,CON-5720,Stage 1,20,2026-06-22 05:00:00
LOG-8721,CON-5721,Stage 1,43,2026-06-18 11:00:00
LOG-8722,CON-5722,Unknown,34,2026-04-25 03:00:00
LOG-8723,CON-5723,Stage 1,36,2026-02-08 23:00:00
LOG-8724,CON-5724,Stage 2,11,2026-01-19 18:00:00
LOG-8725,CON-5725,Stage 1,25,2026-04-27 19:00:00
LOG-8726,CON-5726,Stage 3,34,2026-07-17 21:00:00
LOG-8727,CON-5727,Stage 3,39,2026-06-05 17:00:00
LOG-8728,CON-5728,Stage 1,1,2026-02-10 04:00:00
LOG-8729,CON-5729,Unknown,2,2026-06-04 22:00:00
LOG-8730,CON-5730,1,34,2026-04-21 23:00:00
LOG-8731,CON-5731,Unknown,16,2026-05-10 09:00:00
LOG-8732,CON-5732,1,38,2026-03-28 23:00:00
LOG-8733,CON-5733,Stage 1,40,2026-01-17 20:00:00
LOG-8734,CON-5734,1,28,2026-06-10 17:00:00
LOG-8735,CON-5735,Stage 4,2,2026-06-27 20:00:00
LOG-8736,CON-5736,1,-999,2026-02-15 07:00:00
LOG-8737,CON-5737,1,24,2026-05-03 06:00:00
LOG-8738,CON-5738,1,42,2026-02-17 00:00:00
LOG-8739,CON-5739,1,24,2026-07-19 02:00:00
LOG-8740,CON-5740,Stage 4,-999,2026-06-10 21:00:00
LOG-8741,CON-5741,1,34,2026-05-07 12:00:00
LOG-8742,CON-5742,1,39,2026-05-28 13:00:00
LOG-8743,CON-5743,1,9,2026-02-03 10:00:00
LOG-8744,CON-5744,Unknown,31,2026-07-11 01:00:00
LOG-8745,CON-5745,Stage 4,43,2026-05-15 00:00:00
LOG-8746,CON-5746,Stage 3,43,2026-06-10 07:00:00
LOG-8747,CON-5747,Unknown,-999,2026-03-10 00:00:00
LOG-8748,CON-5748,Stage 4,23,2026-07-13 12:00:00
LOG-8749,CON-5749,1,21,2026-06-25 14:00:00
LOG-8750,CON-5750,Stage 2,-999,2026-06-22 03:00:00
LOG-8751,CON-5751,Stage 3,34,2026-02-15 23:00:00
LOG-8752,CON-5752,1,17,2026-03-06 05:00:00
LOG-8753,CON-5753,Stage 2,37,2026-04-11 06:00:00
LOG-8754,CON-5754,Unknown,39,2026-03-17 05:00:00
LOG-8755,CON-5755,Unknown,8,2026-06-24 17:00:00
LOG-8756,CON-5756,Stage 2,17,2026-04-11 07:00:00
LOG-8757,CON-5757,Stage 4,36,2026-01-27 10:00:00
LOG-8758,CON-5758,Stage 3,5,2026-06-25 21:00:00
LOG-8759,CON-5759,Stage 2,21,2026-07-04 15:00:00
LOG-8760,CON-5760,1,21,2026-04-10 05:00:00
LOG-8761,CON-5761,Stage 2,37,2026-02-26 22:00:00
LOG-8762,CON-5762,Stage 3,38,2026-07-20 21:00:00
LOG-8763,CON-5763,Unknown,32,2026-01-28 17:00:00
LOG-8764,CON-5764,Stage 4,23,2026-01-07 20:00:00
LOG-8765,CON-5765,Stage 1,24,2026-05-24 10:00:00
LOG-8766,CON-5766,Stage 3,31,2026-07-17 21:00:00
LOG-8767,CON-5767,Stage 3,14,2026-01-02 06:00:00
LOG-8768,CON-5768,1,7,2026-06-22 16:00:00
LOG-8769,CON-5769,1,-999,2026-01-29 15:00:00
LOG-8770,CON-5770,Unknown,3,2026-02-20 16:00:00
LOG-8771,CON-5771,Stage 1,15,2026-03-10 01:00:00
LOG-8772,CON-5772,Stage 1,13,2026-04-11 09:00:00
LOG-8773,CON-5773,Stage 3,29,2026-01-28 10:00:00
LOG-8774,CON-5774,Stage 3,13,2026-07-06 05:00:00
LOG-8775,CON-5775,Unknown,13,2026-04-18 15:00:00
LOG-8776,CON-5776,Stage 4,33,2026-01-25 07:00:00
LOG-8777,CON-5777,1,20,2026-01-12 00:00:00
LOG-8778,CON-5778,Stage 1,9,2026-06-28 20:00:00
LOG-8779,CON-5779,Stage 2,5,2026-01-10 11:00:00
LOG-8780,CON-5780,Unknown,39,2026-05-16 03:00:00
LOG-8781,CON-5781,1,30,2026-05-24 01:00:00
LOG-8782,CON-5782,Stage 1,8,2026-07-13 15:00:00
LOG-8783,CON-5783,1,8,2026-03-02 16:00:00
LOG-8784,CON-5784,Stage 2,22,2026-04-13 05:00:00
LOG-8785,CON-5785,Stage 4,35,2026-07-18 13:00:00
LOG-8786,CON-5786,1,-999,2026-03-25 18:00:00
LOG-8787,CON-5787,Stage 3,28,2026-05-18 14:00:00
LOG-8788,CON-5788,Unknown,10,2026-02-05 15:00:00
LOG-8789,CON-5789,Stage 3,21,2026-07-09 21:00:00
LOG-8790,CON-5790,Stage 4,21,2026-07-07 18:00:00
LOG-8791,CON-5791,Stage 3,20,2026-07-02 19:00:00
LOG-8792,CON-5792,Stage 1,8,2026-03-19 19:00:00
LOG-8793,CON-5793,Stage 1,44,2026-04-20 10:00:00
LOG-8794,CON-5794,Stage 2,0,2026-01-11 01:00:00
LOG-8795,CON-5795,1,23,2026-06-13 07:00:00
LOG-8796,CON-5796,Stage 2,14,2026-01-19 07:00:00
LOG-8797,CON-5797,Stage 1,7,2026-03-25 10:00:00
LOG-8798,CON-5798,Stage 1,20,2026-03-29 15:00:00
LOG-8799,CON-5799,1,40,2026-06-12 13:00:00
LOG-8800,CON-5800,Stage 3,43,2026-01-26 09:00:00
LOG-8801,CON-5801,Stage 4,33,2026-05-15 19:00:00
LOG-8802,CON-5802,Stage 2,39,2026-07-03 15:00:00
LOG-8803,CON-5803,Stage 4,44,2026-02-26 13:00:00
LOG-8804,CON-5804,Unknown,28,2026-07-04 09:00:00
LOG-8805,CON-5805,1,0,2026-02-03 11:00:00
LOG-8806,CON-5806,Stage 3,45,2026-02-12 11:00:00
LOG-8807,CON-5807,Stage 2,4,2026-05-15 06:00:00
LOG-8808,CON-5808,Stage 2,6,2026-07-08 04:00:00
LOG-8809,CON-5809,Stage 2,8,2026-02-21 19:00:00
LOG-8810,CON-5810,Stage 3,41,2026-01-02 20:00:00
LOG-8811,CON-5811,Stage 1,3,2026-04-07 23:00:00
LOG-8812,CON-5812,Stage 3,33,2026-03-04 13:00:00
LOG-8813,CON-5813,Stage 4,13,2026-07-03 17:00:00
LOG-8814,CON-5814,Stage 4,34,2026-02-12 15:00:00
LOG-8815,CON-5815,Stage 2,5,2026-06-20 14:00:00
LOG-8816,CON-5816,Stage 3,22,2026-05-03 14:00:00
LOG-8817,CON-5817,Stage 3,23,2026-05-24 20:00:00
LOG-8818,CON-5818,Stage 1,24,2026-02-09 18:00:00
LOG-8819,CON-5819,Unknown,39,2026-01-24 16:00:00
LOG-8820,CON-5820,Stage 2,24,2026-06-18 17:00:00
LOG-8821,CON-5821,Stage 2,25,2026-01-14 17:00:00
LOG-8822,CON-5822,Stage 2,7,2026-06-15 15:00:00
LOG-8823,CON-5823,Stage 2,-999,2026-06-25 06:00:00
LOG-8824,CON-5824,1,45,2026-07-06 06:00:00
LOG-8825,CON-5825,Stage 2,11,2026-01-08 10:00:00
LOG-8826,CON-5826,Stage 2,36,2026-05-26 19:00:00
LOG-8827,CON-5827,Stage 4,10,2026-01-26 23:00:00
LOG-8828,CON-5828,Unknown,42,2026-05-30 02:00:00
LOG-8829,CON-5829,Stage 2,35,2026-05-21 04:00:00
LOG-8830,CON-5830,Unknown,20,2026-06-17 11:00:00
LOG-8831,CON-5831,Stage 3,36,2026-05-19 06:00:00
LOG-8832,CON-5832,Stage 1,19,2026-03-10 13:00:00
LOG-8833,CON-5833,Unknown,41,2026-04-29 23:00:00
LOG-8834,CON-5834,Stage 3,14,2026-02-11 12:00:00
LOG-8835,CON-5835,Stage 3,1,2026-05-27 10:00:00
